Date_Concluded,casedecisions,caseid,caseno,caseproceedings,casetitle,casetype,claimant,date_concluded_order,econsector,instrumentinvk1,instrumentinvk2,isapproved,partiessub,respondent,rulesapplied,seatarbitration,status,subject
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1129,ARB/08/15,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '10/30/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V.,,,,,Y,,Bolivarian Republic of Venezuela,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1130,ARB/08/14,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '10/15/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Impregilo S.p.A.,,,,,Y,,Argentine Republic,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1131,ARB/08/13,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/27/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Alapli Elektrik B.V.,,,,,Y,,Republic of Turkey,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1133,ARB/08/12,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/26/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Caratube International Oil Company LLP,,,,,Y,,Republic of Kazakhstan,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1135,ARB/08/11,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/21/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"Bosh International, Inc. and B&P, LTD Foreign Investments Enterprise",,,,,Y,,Ukraine,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1136,ARB/08/10,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '8/8/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"Repsol YPF Ecuador, S.A. and others",,,,,Y,,Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador),,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1137,ARB/08/9,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '7/28/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Ambiente Ufficio S.p.A. and others,,,,,Y,,Argentine Republic,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1138,ARB/08/8,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '6/16/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Inmaris Perestroika Sailing Maritime Services GmbH and others,,,,,Y,,Ukraine,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1139,ARB/08/7,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '6/5/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Itera International Energy LLC and Itera Group NV,,,,,Y,,Georgia,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1140,ARB/08/6,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '6/4/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Perenco Ecuador Limited,,,,,Y,,Republic of Ecuador ,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1142,ARB/08/5,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '6/2/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"Burlington Resources, Inc.",,,,,Y,,Republic of Ecuador ,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1144,ARB/08/4,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '4/15/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Murphy Exploration and Production Company International,,,,,Y,,Republic of Ecuador,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1145,ARB/08/3,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '3/24/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"Brandes Investment Partners, LP",,,,,Y,,Bolivarian Republic of Venezuela,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1146,ARB(AF)/08/1,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '3/21/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc.,,,,,Y,,Republic of Costa Rica,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1147,ARB/08/2,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '2/28/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"ATA Construction, Industrial and Trading Company",,,,,Y,,Hashemite Kingdom of Jordan,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1150,ARB/08/1,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '1/25/2008 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Marion Unglaube,,,,,Y,,Republic of Costa Rica,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1151,ARB(AF)/07/4,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '12/19/2007 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Mobil Investments Canada Inc. and Murphy Oil Corporation,,,,,Y,,Canada,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1152,ARB/07/32,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '12/19/2007 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Astaldi S.p.A.,,,,,Y,,Republic of Honduras,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1154,ARB/07/31,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '12/18/2007 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,HOCHTIEF Aktiengesellschaft,,,,,Y,,Argentine Republic,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1156,ARB/07/30,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '12/13/2007 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,"ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V.",,,,,Y,,Bolivarian Republic of Venezuela,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1159,ARB/07/29,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '11/19/2007 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,SGS Société Générale de Surveillance S.A.,,,,,Y,,Republic of Paraguay,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1161,ARB/07/28,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '10/31/2007 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,E.T.I. Euro Telecom International N.V.,,,,,Y,,Plurinational State of Bolivia ,,,Concluded,
,"[{'Date_Concluded': '', 'availinsite': None, 'bibliography': '', 'date_concluded_order': '', 'dcsndate': None, 'dcsnid': '', 'dcsntitle': '', 'docid': None, 'docurl': '', 'docurlen': '', 'docurlfr': '', 'docurlsp': '', 'isapproved': 'Y', 'isonline': '', 'isvideo': '', 'original': '', 'proceedingtype': '', 'publisheddecisions': None, 'translated': '', 'videotitle': '', 'videourl': ''}]",1162,ARB/07/27,"[{'Date_Concluded': None, 'arb_history': None, 'arbitrators': None, 'claimant': None, 'claimanthdr': None, 'clmnt_nationality': None, 'compoftribunalhdr': None, 'date_concluded_order': None, 'dateconstituted': '', 'datecreated': '', 'dateofconsthdr': None, 'datepublished': '', 'daterange': '', 'dateregistered': '10/10/2007 12:00:00 AM', 'development': '', 'isapproved': 'Y', 'language': None, 'lastproc': '', 'president': None, 'proceedingid': '', 'prsdnt_history': None, 'prtyisapproved': '', 'reconstituted': None, 'remarks': '', 'resp_nationality': None, 'respondent': None, 'sequenceno': '', 'status': None, 'title': '', 'trbisapproved': '', 'trbnlid': ''}]",,,Venezuela Holdings B.V. and others,,,,,Y,,Bolivarian Republic of Venezuela,,,Concluded,
